paper_id,paper,研究创新性,研究创新性_std,现状洞察度,现状洞察度_std,理论建构力,理论建构力_std,逻辑连贯性,逻辑连贯性_std,学术共识度,学术共识度_std,前瞻延展性,前瞻延展性_std,ccb_score,round1_avg_std,round2_avg_std
1533,raw/fullpaper/1533-法学研究-2017-5-明清时期地权秩序的构造及其启示-汪洋-清华大学法学院.pdf,66.25,21.78,75.0,10.46,75.0,5.39,85.25,4.97,80.0,3.54,78.5,2.18,77.32,15.83,9.28
1534,raw/fullpaper/1534-法学研究-2022-4-晚清时期国人对法院组织的认知-侯欣一-天津财经大学法学院.pdf,35.0,3.54,20.0,22.64,47.25,1.3,79.75,7.69,77.25,2.77,55.5,6.58,44.16,16.78,8.57
1535,raw/fullpaper/1535-法学研究-2022-3-晚清杀尊亲属罪转型中的基本问题-张一民-北京大学历史学系.pdf,72.5,13.35,74.75,4.09,53.0,8.92,83.25,6.76,81.75,4.6,55.0,9.35,74.12,20.9,9.05
1536,raw/fullpaper/1536-法学研究-2019-3-晚清西方视角中的中国家庭法--以哲美森译_刑案汇览_为中心-于明-华东政法大学法律学院.pdf,50.5,20.45,53.0,22.35,60.75,4.38,82.75,4.49,81.0,4.06,62.5,3.28,63.49,23.72,11.37
1537,raw/fullpaper/1537-法学研究-2018-4-智能互联网时代的法律变革-马长山-华东政法大学.pdf,33.75,2.17,71.25,10.57,31.25,6.5,66.75,7.69,83.0,3.61,63.5,6.1,49.9,15.03,7.05
1538,raw/fullpaper/1538-法学研究-2018-5-智能投资顾问模式中的主体识别和义务设定-高丝敏-清华大学法学院.pdf,82.5,2.87,69.0,5.34,87.0,2.12,87.75,1.79,86.0,1.58,75.25,3.27,84.35,11.08,3.27
1539,raw/fullpaper/1539-法学研究-2021-6-最小必要原则在平台处理个人信息实践中的适用-武腾-中央财经大学法学院.pdf,66.25,24.08,79.0,2.24,69.0,10.65,80.25,2.28,80.0,3.46,65.75,6.26,76.03,18.12,9.42
1540,raw/fullpaper/1540-法学研究-2021-3-有组织犯罪案件分案审理问题研究-龙宗智-四川大学法学院.pdf,80.75,3.42,62.5,10.4,77.0,5.39,79.75,4.02,86.5,5.17,77.0,2.12,78.56,16.35,5.85
1541,raw/fullpaper/1541-法学研究-2015-6-期待可能性理论的引入及限定性适用-钱叶六-苏州大学王健法学院.pdf,68.5,14.04,87.0,3.0,68.25,20.03,85.75,2.49,87.0,2.92,74.75,3.27,79.87,15.68,8.82
1542,raw/fullpaper/1542-法学研究-2024-3-期待权之检讨-袁野-武汉大学法学院.pdf,84.0,1.58,83.25,3.7,63.25,11.14,89.25,2.95,82.25,3.34,74.25,3.77,84.4,14.1,5.1
1543,raw/fullpaper/1543-法学研究-2017-3-机能的思考方法下的罪数论-庄劲-中山大学法学院.pdf,73.75,3.03,87.25,3.11,68.25,23.69,89.0,2.55,62.25,25.58,48.75,9.6,75.0,20.87,13.0
1544,raw/fullpaper/1544-法学研究-2019-3-构建公共服务法律体系的理论逻辑及现实展开-陈云良-广东外语外贸大学法学院.pdf,38.75,10.23,63.5,4.56,68.25,8.2,80.0,4.69,78.0,3.67,65.75,10.8,59.49,14.72,8.12
1545,raw/fullpaper/1545-法学研究-2018-3-构建行政公益诉讼的客观诉讼机制-刘艺-西南政法大学.pdf,69.75,14.29,74.5,5.77,69.0,4.95,81.0,3.0,83.0,2.12,77.5,2.5,76.38,13.03,6.28
1546,raw/fullpaper/1546-法学研究-2018-3-构成要件错误的本质_故意行为危险的偏离-柏浪涛-华东师范大学法学院.pdf,83.0,4.69,87.5,2.18,91.25,1.92,88.0,0.0,87.0,2.12,64.5,2.87,89.69,6.5,2.63
1547,raw/fullpaper/1547-法学研究-2017-5-案件事实的归属论证-黄泽敏-中南财经政法大学法学院.pdf,73.5,16.74,87.75,1.79,85.5,0.87,85.75,2.86,70.5,23.41,73.25,3.03,75.0,15.43,9.37
1548,raw/fullpaper/1548-法学研究-2021-5-案外人对执行标的主张实体权利的程序救济-金印-中国人民大学法学院.pdf,80.25,5.67,90.0,3.08,61.75,25.52,87.5,2.87,84.25,1.3,82.0,3.08,85.99,16.6,8.02
1549,raw/fullpaper/1549-法学研究-2015-4-检察人员对分类管理改革的立场——以问卷调查为基础-程金华-华东政法大学国际金融法律学院.pdf,47.75,16.86,58.0,9.19,44.5,5.77,70.75,7.66,80.75,2.95,68.75,6.83,55.0,19.3,9.48
1550,raw/fullpaper/1550-法学研究-2015-1-检察官相对独立论-朱孝清-原最高人民检察院.pdf,42.5,14.36,53.5,17.53,58.5,25.3,78.75,2.59,67.0,20.11,69.5,6.95,56.44,24.68,16.7
1551,raw/fullpaper/1551-法学研究-2020-6-欺诈市场理论反思-耿利航-中国政法大学民商经济法学院、制度学研究院.pdf,89.0,1.73,92.5,2.96,61.75,11.54,87.25,2.86,82.25,2.68,79.0,1.73,87.6,13.27,4.52
1552,raw/fullpaper/1552-法学研究-2020-6-欺诈市场理论反思-耿利航-中国政法大学民商经济法学院、制度学研究院.pdf,76.5,18.23,74.75,4.09,59.0,8.86,84.25,4.49,80.5,5.32,74.5,5.77,77.82,14.93,8.98
1553,raw/fullpaper/1553-法学研究-2024-6-正当防卫中的退避义务-江溯-北京大学法学院.pdf,82.5,6.18,88.75,1.3,86.5,1.5,88.25,0.43,87.0,1.22,80.0,1.41,91.03,7.27,2.3
1554,raw/fullpaper/1554-法学研究-2019-4-正当防卫法律规则司法重构的经验研究-赵军-北京师范大学刑事法律科学研究院.pdf,83.75,6.8,87.25,1.3,79.0,3.67,82.75,1.3,87.75,2.28,79.75,3.03,86.5,7.22,3.52
1555,raw/fullpaper/1555-法学研究-2015-2-死刑存废的民意维度——以组织卖淫罪可罚性观念的测量为中心-赵军-北京师范大学刑事法律科学研究院.pdf,71.75,23.53,61.25,29.94,63.75,12.81,85.25,4.55,84.5,1.5,82.5,2.87,76.04,21.1,14.48
1556,raw/fullpaper/1556-法学研究-2015-1-死刑适用标准的体系化构造-劳东燕-清华大学法学院.pdf,86.5,2.06,83.0,4.85,86.5,1.5,88.0,1.41,88.0,2.12,72.75,5.07,89.03,9.67,3.27
1557,raw/fullpaper/1557-法学研究-2020-4-比例原则位阶秩序的司法适用-蒋红珍-上海交通大学凯原法学院.pdf,76.5,13.05,84.0,3.67,80.5,1.66,90.5,1.66,83.5,3.2,72.75,3.96,85.26,8.77,5.23
1558,raw/fullpaper/1558-法学研究-2020-2-比例原则的适用范围与限度-梅扬-武汉大学法学院.pdf,74.75,18.1,80.25,1.79,67.0,17.0,87.25,3.56,87.25,1.92,75.0,2.12,80.62,14.28,8.55
1559,raw/fullpaper/1559-法学研究-2018-6-民事实质诉讼法论-陈刚-广州大学法学院.pdf,78.75,2.59,77.0,2.12,74.75,3.27,76.25,3.63,85.25,0.43,77.5,4.33,80.04,12.92,3.15
1560,raw/fullpaper/1560-法学研究-2021-5-民事裁判援引规章及行政规范性文件的审查义务-汪君-中南财经政法大学法学院.pdf,66.0,12.19,78.25,2.49,73.0,5.43,80.0,2.0,82.5,2.87,77.5,3.57,76.41,14.4,5.5
1561,raw/fullpaper/1561-法学研究-2016-2-民事证明责任分配之解释基准——以物权法第106条为分析文本-徐涤宇-中南财经政法大学法学院.pdf,72.75,6.38,79.25,3.42,79.25,4.66,77.25,3.96,82.75,3.96,52.75,10.99,78.49,14.95,6.43
1562,raw/fullpaper/1562-法学研究-2021-5-民事诉讼中具体化责任的转移_法理、条件与程度-周翠-浙江大学光华法学院.pdf,80.5,1.66,89.0,1.0,82.0,2.55,88.5,0.87,85.75,1.3,77.0,2.12,87.65,7.87,1.82
1563,raw/fullpaper/1563-法学研究-2017-2-民事诉讼中的程序异议权研究-占善刚-武汉大学法学院.pdf,53.0,19.42,62.5,21.75,56.0,25.56,87.0,3.0,84.75,4.09,58.75,10.83,65.76,20.88,16.28
1564,raw/fullpaper/1564-法学研究-2021-1-民事诉讼撤销原判决之程序违法事由-占善刚-武汉大学环境法研究所.pdf,58.5,17.17,48.75,24.32,78.75,6.83,82.75,4.44,77.5,4.33,77.25,1.92,65.49,19.6,11.35
1565,raw/fullpaper/1565-法学研究-2024-2-民众对司法判决的认同与信赖——基于认知实验的研究-林喜芬-上海交通大学凯原法学院.pdf,50.5,11.1,73.75,1.79,62.25,24.19,77.75,1.79,79.0,2.24,68.25,4.09,67.46,16.45,8.7
1566,raw/fullpaper/1566-法学研究-2018-3-民刑交叉诉讼关系处理的规则与法理-张卫平-天津大学.pdf,73.75,8.32,69.25,12.32,77.25,1.3,78.25,5.31,80.75,4.38,73.75,7.01,77.37,16.58,7.43
1567,raw/fullpaper/1567-法学研究-2016-3-民国时期公务员惩戒委员会体制研究-聂鑫-清华大学法学院.pdf,57.25,16.45,53.75,18.16,61.25,9.6,81.75,3.77,83.5,2.96,61.0,5.74,65.9,17.7,10.9
1568,raw/fullpaper/1568-法学研究-2017-2-民法与商法二元格局的演变与形成-施鸿鹏-浙江大学光华法学院.pdf,71.0,26.8,84.5,1.5,71.0,8.54,85.25,2.17,82.0,3.08,73.0,2.12,80.53,16.17,8.52
1569,raw/fullpaper/1569-法学研究-2021-4-民法典不当得利返还责任体系之展开-陈自强-台湾大学法律学院.pdf,82.25,1.79,81.5,3.91,71.5,7.79,84.25,5.31,85.25,0.43,73.0,5.39,83.65,14.58,4.73
1570,raw/fullpaper/1570-法学研究-2016-1-民法典与民事诉讼法的连接与统合——从民事诉讼法视角看民法典的编纂-张卫平-清华大学法学院.pdf,50.0,6.12,61.75,19.08,58.75,12.93,83.5,6.8,74.0,9.38,84.0,3.67,67.19,22.45,11.15
1571,raw/fullpaper/1571-法学研究-2020-6-民法典中的动产和权利担保体系-龙俊-清华大学法学院.pdf,78.25,13.65,84.0,2.35,90.0,0.0,88.25,1.09,89.25,0.83,80.0,3.54,89.03,8.57,4.15
1572,raw/fullpaper/1572-法学研究-2024-4-民法典体系下动产抵押权善意取得的规范续造-黄家镇-西南政法大学民商法学院.pdf,85.0,3.54,88.25,2.49,82.25,4.21,84.25,1.3,88.75,0.83,76.0,5.1,88.1,9.62,3.38
1573,raw/fullpaper/1573-法学研究-2015-6-民法典总则编_法律行为_一章学者建议稿的编写说明-孙宪忠-中国社会科学院法学所.pdf,52.5,17.56,76.75,3.42,57.0,13.95,76.75,3.7,81.75,4.09,70.0,10.7,67.71,20.63,10.28
1574,raw/fullpaper/1574-法学研究-2022-6-民法典所有权保留之担保权构成-纪海龙-北京大学法学院.pdf,88.25,2.49,90.75,1.64,85.25,2.17,88.75,2.59,87.75,1.79,75.75,3.77,91.43,10.63,2.78
1575,raw/fullpaper/1575-法学研究-2024-4-民法典的精神损害赔偿体系——以功能主义为视角-洪国盛-北京大学国际法学院.pdf,86.25,4.82,86.5,5.85,84.25,1.3,90.0,1.41,89.25,0.83,75.25,3.27,89.84,6.72,3.38
1576,raw/fullpaper/1576-法学研究-2016-4-民法典编纂的宪法学透析-林来梵-清华大学法学院教授.pdf,69.25,18.27,88.5,0.87,75.75,7.19,88.25,2.49,80.25,8.5,80.25,2.86,84.4,16.05,7.73
1577,raw/fullpaper/1577-法学研究-2019-1-民法典编纂视野下合同法第402条、第403条的存废-方新军-苏州大学王健法学院.pdf,82.0,7.35,87.25,1.3,83.5,4.56,87.0,2.12,87.75,1.79,80.25,3.7,89.68,7.07,4.02
1578,raw/fullpaper/1578-法学研究-2019-3-民法合宪性解释的事实条件-李海平-吉林大学法学院.pdf,78.75,5.63,85.75,3.77,86.75,3.7,65.25,33.09,85.25,0.83,82.75,3.11,83.63,10.23,9.65
1579,raw/fullpaper/1579-法学研究-2018-6-民法基本原则的意义脉络-易军-中国政法大学.pdf,64.25,6.26,86.0,2.12,82.5,6.18,80.0,4.85,85.25,0.43,64.75,3.42,79.29,10.8,4.45
1580,raw/fullpaper/1580-法学研究-2016-3-民法基本原则_理论反思与法典表达-于飞-中国政法大学民商经济法学院.pdf,74.25,16.93,81.75,2.05,74.5,10.14,86.5,1.5,84.25,3.77,55.0,3.54,80.94,13.87,7.3
1581,raw/fullpaper/1581-法学研究-2018-3-民法总则与公司法的适用关系论-钱玉林-华东政法大学经济法学院.pdf,66.25,12.62,82.0,3.74,74.75,3.27,84.0,1.22,88.0,1.87,72.0,9.97,78.63,13.5,6.3
1582,raw/fullpaper/1582-法学研究-2018-2-民法总则中非法人组织权利能力之证成-张其鉴-北京大学法学院.pdf,84.0,3.67,87.0,2.24,76.5,7.53,87.0,1.22,89.5,1.66,70.5,6.18,87.09,11.22,4.32
1583,raw/fullpaper/1583-法学研究-2018-1-民法总则法源条款的缺失与补充-于飞-中国政法大学民商经济法学院.pdf,79.25,2.59,78.25,2.49,77.0,3.61,86.75,3.7,88.25,2.49,63.25,4.92,83.38,13.35,3.83
1585,raw/fullpaper/1585-法学研究-2016-1-治理体系的完善与民法典的时代精神-石佳友-中国人民大学法学院、中国人民大学民商事法律科学研究中心.pdf,28.75,7.19,74.5,2.6,45.0,6.12,72.75,1.3,86.0,2.74,76.5,2.69,52.74,10.95,4.37
1586,raw/fullpaper/1586-法学研究-2020-2-法人依瑕疵决议所为行为之效力-徐银波-西南政法大学.pdf,79.0,13.91,86.75,1.3,89.0,3.67,82.5,2.87,90.0,2.45,81.0,1.0,88.41,9.33,4.85
1587,raw/fullpaper/1587-法学研究-2024-2-法典化背景下环境法基本制度的法理反思与体系建构-吴凯杰-北京大学法学院.pdf,81.25,3.77,68.5,25.14,85.75,6.26,86.25,1.09,79.0,9.35,77.75,1.79,83.22,15.72,9.12
1588,raw/fullpaper/1588-法学研究-2022-3-法学研究中裁判文书运用的方法论检讨——以刑事法文献为例的内容分析-何挺-北京师范大学刑事法律科学研究院.pdf,69.0,8.06,68.25,7.69,74.25,13.27,83.5,3.84,81.0,4.12,60.0,3.81,76.16,19.32,7.85
1589,raw/fullpaper/1589-法学研究-2020-5-法学研究新范式_ 计算法学的内涵、范畴与方法-申卫星-清华大学法学院.pdf,30.0,3.54,84.25,5.12,65.5,2.87,72.5,4.82,79.0,4.12,66.25,4.15,59.03,17.15,4.75
1590,raw/fullpaper/1590-法学研究-2020-1-法学研究目标受众选择的大数据分析-周翔-浙江大学光华法学院.pdf,57.5,23.63,75.75,1.48,75.75,2.49,77.25,1.3,77.5,5.72,76.75,4.92,72.66,16.05,7.62
1591,raw/fullpaper/1591-法学研究-2019-1-法官个体本位抑或法院整体本位——我国法院建构与运行的基本模式选择-顾培东-四川大学法学院.pdf,74.0,6.16,78.75,2.59,67.75,5.85,80.25,2.86,84.0,3.67,74.5,7.53,78.49,11.42,5.52
1592,raw/fullpaper/1592-法学研究-2021-6-法律事实理论视角下的实质性宪法解释-莫纪宏-中国社会科学院法学研究所.pdf,67.0,5.43,77.5,3.84,65.75,5.12,69.5,1.66,77.0,10.22,76.25,5.45,72.84,14.52,6.1
1593,raw/fullpaper/1593-法学研究-2025-2-法律保留的中国方案_本质重要性_标准的引入及应用-李忠夏-中国人民大学法学院.pdf,81.5,7.89,80.25,10.59,80.0,5.0,87.75,1.79,85.75,1.3,81.0,1.0,87.41,14.12,5.32
1594,raw/fullpaper/1594-法学研究-2024-1-法律关系范式之反思——以民事诉讼法为中心-袁中华-中南财经政法大学法学院.pdf,78.25,6.02,80.75,2.59,73.25,16.69,92.0,3.08,85.0,2.12,81.75,2.05,86.19,12.18,6.27
1595,raw/fullpaper/1595-法学研究-2017-4-法律概念是重要的吗-雷磊-中国政法大学法学.pdf,90.75,2.59,82.75,3.11,57.0,21.66,89.5,0.87,74.5,18.77,72.0,3.08,75.0,22.93,9.65
1596,raw/fullpaper/1596-法学研究-2020-6-法律漏洞填补的司法论证-黄泽敏-华东师范大学法学院.pdf,68.0,7.71,83.75,4.38,86.25,1.79,84.5,1.5,80.0,1.41,53.25,4.92,80.81,15.85,4.18
1597,raw/fullpaper/1597-法学研究-2016-2-法律继受中的_制度器物化_批判——以近代中国司法制度设计思路为中心-李启成-北京大学法学院.pdf,50.0,11.73,82.5,6.18,51.75,13.66,79.25,2.17,78.5,4.09,72.75,3.27,67.84,16.05,7.9
1598,raw/fullpaper/1598-法学研究-2021-5-法律行为内容评判的个案审查比对方法——兼谈民法典格式条款效力规范的解释-李世刚-复旦大学法学院.pdf,78.0,4.9,80.25,2.86,88.75,2.59,89.0,4.12,86.25,2.17,69.75,5.4,86.01,9.32,4.25
1599,raw/fullpaper/1599-法学研究-2024-4-法律行为效力瑕疵情形的返还清算-周江洪-浙江大学光华法学院.pdf,78.5,7.43,88.75,2.59,78.75,6.06,83.0,5.0,85.0,2.12,73.0,8.77,85.01,13.13,6.15
1600,raw/fullpaper/1600-法学研究-2025-1-法律行为汉字术语的日本翻译与中国传播史-吴奇琦-澳门大学法学院.pdf,65.75,16.47,89.25,2.95,40.0,15.41,89.5,6.69,82.25,4.38,76.25,8.61,72.32,17.13,10.48
1601,raw/fullpaper/1601-法学研究-2020-6-法律规范合宪性解释的方法论构造-刘召成-天津大学法学院.pdf,84.0,3.67,87.75,1.09,86.0,1.22,90.0,1.41,86.25,6.65,48.75,12.32,88.65,9.07,5.07
1602,raw/fullpaper/1602-法学研究-2021-4-法律解释与法律续造的区分标准-陈坤-南京大学法学院.pdf,88.25,2.05,89.75,1.79,82.5,3.57,88.5,0.87,89.5,1.66,74.25,1.3,90.65,7.02,2.17
1603,raw/fullpaper/1603-法学研究-2015-6-法律选择协议效力的法律适用辩释-沈涓-中国社会科学院国际法研究所.pdf,71.75,18.42,83.0,4.95,41.75,9.04,85.75,2.49,84.25,1.3,51.25,8.2,72.4,14.62,8.55
1604,raw/fullpaper/1604-法学研究-2018-5-法教义学与法治_法教义学的治理意义-雷磊-中国政法大学法学院.pdf,50.75,17.05,81.75,6.02,63.0,14.46,86.0,1.22,88.0,1.41,81.0,1.73,73.5,12.98,8.05
1605,raw/fullpaper/1605-法学研究-2024-5-法条授权行政立法的规范化-王克稳-苏州大学王健法学院.pdf,67.75,19.31,69.75,22.98,67.0,8.03,89.75,2.86,68.0,29.44,81.25,4.15,75.0,23.05,16.7
1606,raw/fullpaper/1606-法学研究-2016-1-法条竞合与想象竞合的区分-张明楷-清华大学法学院.pdf,87.75,1.79,86.0,1.58,89.75,0.43,91.5,0.87,88.75,2.59,68.0,19.61,91.57,10.75,5.17
1607,raw/fullpaper/1607-法学研究-2021-1-法治化营商环境建设的合规机制——以刑事合规为中心-李本灿-山东大学法学院.pdf,56.25,13.4,72.5,3.5,77.25,10.76,85.25,4.55,83.0,2.12,81.0,3.08,75.6,17.0,7.2
1608,raw/fullpaper/1608-法学研究-2017-2-法治国的宪法内涵——迈向功能分化社会的宪法观-李忠夏-山东大学法学院.pdf,64.0,20.58,63.0,30.77,66.75,21.72,86.75,3.7,77.75,6.5,83.25,3.03,74.6,21.15,16.62
1609,raw/fullpaper/1609-法学研究-2016-3-法治如何定量——我国法治评估量化方法评析-周祖成-西南政法大学行政法学院.pdf,45.5,16.22,68.75,5.63,50.0,3.54,70.25,4.15,73.5,8.2,74.5,2.6,57.59,15.32,7.77
1610,raw/fullpaper/1610-法学研究-2015-6-法治评估模式辨异-钱弘道-浙江大学法学院.pdf,70.25,4.15,72.5,6.18,79.25,5.85,91.25,3.77,85.0,2.12,72.5,7.12,80.31,14.22,5.6
1611,raw/fullpaper/1611-法学研究-2020-2-法理论_历史形成、学科属性及其中国化-雷磊-中国政法大学.pdf,71.25,6.83,79.5,6.95,58.25,10.8,82.5,2.87,83.25,3.63,80.75,2.59,78.54,14.53,6.48
1612,raw/fullpaper/1612-法学研究-2025-1-法秩序统一性原理之建构-雷磊-中国政法大学.pdf,65.5,6.54,84.0,3.67,78.25,6.02,90.5,2.96,88.75,0.83,57.0,2.12,79.99,11.88,4.23
1613,raw/fullpaper/1613-法学研究-2024-5-注册制度改革背景下基于商标不使用的实体法抗辩-谢晴川-武汉大学法学院.pdf,80.0,7.04,84.5,1.5,80.75,3.42,85.25,2.17,85.0,0.0,81.25,2.59,87.43,10.93,3.2
1614,raw/fullpaper/1614-法学研究-2021-6-注册商标使用中的_未改变显著特征-付继存-中国政法大学民商经济法学院.pdf,80.0,6.12,87.25,1.3,88.25,2.86,84.5,3.91,88.25,2.49,76.0,4.24,87.22,9.48,4.03
1615,raw/fullpaper/1615-法学研究-2019-1-注意义务的规范本质与判断标准-陈璇-中国人民大学刑事法律科学研究中心.pdf,87.25,1.3,80.75,7.66,87.75,2.68,87.75,1.79,89.5,0.87,71.5,3.5,88.93,11.85,3.42
1616,raw/fullpaper/1616-法学研究-2022-5-浙路风潮中的诸权之争-张玲玉-对外经济贸易大学法学院.pdf,52.75,15.93,80.5,5.17,41.25,2.17,82.0,6.04,82.25,1.79,60.0,5.43,64.13,14.8,7.05
1617,raw/fullpaper/1617-法学研究-2018-3-海上保险的最大诚信_制度内涵与立法表达-初北平-大连海事大学法学院.pdf,58.5,17.17,85.25,4.55,61.75,2.05,84.5,4.09,83.5,2.06,75.5,5.77,74.49,15.67,6.88
1618,raw/fullpaper/1618-法学研究-2020-6-涉外代理关系准据法的确定-林强-清华大学法学院.pdf,83.75,3.03,88.25,0.43,85.75,2.49,87.25,1.3,87.25,1.92,78.25,2.49,88.99,9.15,2.25
1619,raw/fullpaper/1619-法学研究-2017-3-涉外法律适用的冲突正义——以法律关系本座说为中心-徐鹏-西南政法大学.pdf,71.0,13.84,60.0,35.24,71.75,4.09,88.0,2.74,83.5,3.84,71.5,2.96,75.54,19.28,12.07
1620,raw/fullpaper/1620-法学研究-2019-5-涉外知识产权归属的法律适用-阮开欣-华东政法大学知识产权学院.pdf,82.5,4.82,81.0,3.32,85.0,4.95,89.25,2.95,87.0,2.12,83.75,2.17,89.18,12.58,3.9
1621,raw/fullpaper/1621-法学研究-2016-5-涉诉信访治理的正当性与法治化——1978-2015年实践探索的分析-彭小龙-中国人民大学法学院.pdf,83.5,2.6,84.0,1.22,76.25,6.65,87.25,1.3,88.5,0.87,77.25,2.86,86.22,11.33,2.98
1622,raw/fullpaper/1622-法学研究-2020-1-混合共同担保人相互间无追偿权论-崔建远-清华大学法学院.pdf,86.25,2.17,86.5,1.5,75.5,2.87,80.75,4.38,77.0,22.52,68.75,2.59,86.12,15.45,6.93
1623,raw/fullpaper/1623-法学研究-2021-2-清代君臣的法外施仁博弈-蒋铁初-杭州师范大学沈钧儒法学院.pdf,43.75,8.93,24.25,14.46,70.75,7.66,88.5,6.22,60.75,10.89,37.5,8.29,54.46,14.68,10.87
1624,raw/fullpaper/1624-法学研究-2018-5-清代州县讼事中的国家与个人——以巴县档案为中心-汪雄涛-苏州大学王健法学院.pdf,63.0,10.7,86.0,1.22,70.0,8.92,84.75,4.09,87.5,4.33,47.5,12.99,76.76,13.85,8.13
1625,raw/fullpaper/1625-法学研究-2019-5-清代州县词讼积案与上级的监督-邓建鹏-中央财经大学法学院.pdf,78.25,4.92,78.0,4.64,47.5,5.59,83.5,3.84,79.75,5.4,48.0,4.95,74.0,12.57,5.65
1626,raw/fullpaper/1626-法学研究-2024-5-清代的地权习惯与法律介入———国家与市场的互动视角-赖骏楠-复旦大学法学院.pdf,63.0,10.7,73.75,5.85,67.5,8.29,84.5,1.5,88.5,4.09,68.75,2.59,74.38,14.85,6.37
1627,raw/fullpaper/1627-法学研究-2015-5-清代讼师贪利形象的多重建构-尤陈俊-中国人民大学法学院.pdf,79.25,5.85,76.75,8.87,55.0,15.31,80.75,2.95,82.25,2.68,58.75,6.5,76.74,17.57,8.12
1628,raw/fullpaper/1628-法学研究-2018-2-清律_家人共盗_的法思想源流-谢晶-中国政法大学法学院.pdf,59.25,9.58,82.75,3.11,72.5,9.66,80.0,7.04,70.25,8.98,34.25,7.01,72.0,18.45,8.75
1629,raw/fullpaper/1629-法学研究-2018-4-清末_新民丛报_与_民报_论战中的_国民_议题-赖骏楠-复旦大学法学院.pdf,70.5,20.67,75.25,4.55,44.25,9.31,85.0,3.54,81.75,2.49,76.25,2.17,70.4,13.57,8.25
1630,raw/fullpaper/1630-法学研究-2017-6-滥用知情权的逻辑及展开-王锡锌-北京大学法学院.pdf,76.0,10.86,80.5,3.84,71.5,5.22,82.25,1.79,79.0,3.94,78.25,5.4,80.74,14.87,5.95
1631,raw/fullpaper/1631-法学研究-2022-1-版权保护与创作、文化发展的关系-章凯业-中国海洋大学法学院.pdf,83.25,3.7,86.5,4.97,60.0,12.02,87.0,1.22,82.75,1.92,77.75,1.79,83.79,12.72,4.93
1632,raw/fullpaper/1632-法学研究-2021-3-物业服务合同法律构造之中国模式-徐涤宇-中南财经政法大学法学院.pdf,74.0,17.13,84.75,3.27,73.0,5.43,89.0,4.12,83.75,1.79,75.75,1.3,82.88,16.3,6.38
1633,raw/fullpaper/1633-法学研究-2022-3-牵连关系的类型——基于刑事立法、司法解释规定的分析-王彦强-南京师范大学法学院.pdf,74.0,20.15,75.75,14.94,78.75,3.27,85.75,2.49,85.75,1.3,77.0,4.12,81.01,14.05,8.93
1634,raw/fullpaper/1634-法学研究-2025-3-特别条款优先效力的理论困境及其解决路径——以特别关系的类型区分为视角-邓毅丞-华南师范大学法学院.pdf,81.0,9.3,84.0,1.22,83.0,2.12,90.0,2.45,86.0,1.22,63.75,16.72,87.18,10.55,6.33
1635,raw/fullpaper/1635-法学研究-2024-4-犯罪参与体系中区分制与单一制的融合-黎宏-清华大学法学院.pdf,76.25,9.04,87.25,1.3,77.25,3.96,86.75,3.42,86.25,1.09,65.5,2.87,84.49,10.67,4.17
1636,raw/fullpaper/1636-法学研究-2021-5-犯罪故意概念中的_危害社会_规范判断与归责机能-曾文科-中国政法大学刑事司法学院.pdf,83.75,2.17,81.75,1.09,80.0,3.81,87.75,4.38,86.5,1.5,71.25,5.63,86.56,12.58,3.58
1637,raw/fullpaper/1637-法学研究-2017-5-环境侵权因果关系类型化视角下的举证责任-陈伟-南京大学法学院.pdf,80.0,3.81,76.25,14.11,89.25,2.59,89.0,1.73,83.5,3.2,76.75,4.66,85.87,15.93,5.8
1638,raw/fullpaper/1638-法学研究-2019-3-环境民事公益诉讼性质定位省思-巩固-浙江大学光华法学院.pdf,71.75,23.05,77.25,3.11,82.0,6.28,86.0,1.22,88.0,0.0,77.75,1.79,81.21,11.97,6.83
1639,raw/fullpaper/1639-法学研究-2020-3-环境法体系中的自然保护地立法-吴凯杰-北京大学法学院.pdf,65.25,27.4,80.0,2.0,61.25,16.48,86.25,2.49,84.75,1.09,77.5,4.82,75.96,17.03,10.45
1640,raw/fullpaper/1640-法学研究-2018-4-环境行政处罚规制功能之补强-谭冰霖-中南财经政法大学社会科学研究院.pdf,82.5,3.57,71.5,7.89,89.75,2.86,86.25,3.03,87.75,2.95,80.5,1.66,87.07,12.72,4.22
1641,raw/fullpaper/1641-法学研究-2018-1-环境责任保险与环境风险控制的法律体系建构-马宁-西北政法大学.pdf,64.5,17.1,78.0,4.95,60.0,22.41,64.0,34.66,83.5,3.2,58.25,9.04,68.76,18.58,17.57
1642,raw/fullpaper/1642-法学研究-2019-4-现代监护理念下监护与行为能力关系的重构-彭诚信-上海交通大学凯原法学院.pdf,81.75,4.09,86.25,1.79,80.5,5.17,85.25,0.43,86.0,1.22,78.25,2.86,86.41,8.0,3.0
1643,raw/fullpaper/1643-法学研究-2016-6-生命科技时代民法中人的主体地位构造基础-汪志刚-江西财经大学.pdf,46.25,10.21,58.0,27.74,64.25,15.2,78.75,6.76,80.25,2.86,68.75,7.4,59.84,24.63,13.5
1644,raw/fullpaper/1644-法学研究-2022-4-用户价值与数字税立法的逻辑-张牧君-北京大学法学院.pdf,79.25,14.45,76.75,7.19,84.5,4.77,83.5,3.2,82.75,1.3,80.75,2.59,85.59,12.87,6.45
