paper_id,paper,研究创新性,研究创新性_std,现状洞察度,现状洞察度_std,理论建构力,理论建构力_std,逻辑连贯性,逻辑连贯性_std,学术共识度,学术共识度_std,前瞻延展性,前瞻延展性_std,ccb_score,round1_avg_std,round2_avg_std
343,raw/jiaodafaxue/JDFX2021004003_兰磊_2021_交大法学_涨价型竞争损害的误读与澄清——以转售价格维持为视角.md,32.5,2.5,5.0,5.0,26.25,11.39,55.75,18.62,37.5,5.59,35.0,0.0,30.4,18.03,8.3
344,raw/jiaodafaxue/JDFX2021004004_李剑_2021_交大法学_经营者集中强制申报制度的实效与转变.md,77.75,6.1,79.25,4.87,68.5,7.12,84.5,4.03,84.5,2.6,77.25,1.92,81.06,12.45,5.12
345,raw/jiaodafaxue/JDFX2021004005_余厚宏_2021_交大法学_人类胚胎基因编辑中的权利冲突解析.md,58.0,12.63,77.25,3.96,58.5,8.02,75.0,4.58,79.75,5.21,60.0,6.12,69.62,16.93,7.82
346,raw/jiaodafaxue/JDFX2021004006_杨立民_2021_交大法学_论数字在中国古代法律制度中的意涵与功能及其现代启示.md,30.0,0.0,2.5,4.33,5.0,5.0,0.0,0.0,5.0,5.0,8.75,5.45,12.06,13.53,3.82
347,raw/jiaodafaxue/JDFX2021004007_耿宝建和殷勤_2021_交大法学_公益性国有土地使用权收回的法律性质与补偿模式.md,30.0,0.0,1.25,2.17,7.5,7.5,7.5,4.33,28.75,6.5,15.0,8.66,13.97,10.45,5.62
348,raw/jiaodafaxue/JDFX2021004008_杨杰_2021_交大法学_论行政信用评级的属性及其法律控制——基于行政过程论视角的分析.md,80.0,5.66,74.5,6.1,85.25,1.48,85.0,4.42,80.0,1.41,73.0,6.28,83.81,12.47,4.87
349,raw/jiaodafaxue/JDFX2021004009_李尧_2021_交大法学_撤回行政许可的乱象及法律规制——基于121份裁判文书的实证考察.md,30.0,0.0,10.0,10.0,28.25,13.66,31.25,13.86,32.5,7.5,18.75,4.15,25.28,16.83,9.47
350,raw/jiaodafaxue/JDFX2021004010_徐彦冰_2021_交大法学_游戏地图作品属性的中国法实践.md,30.0,0.0,7.5,4.33,38.75,4.15,21.25,2.17,13.75,12.93,3.75,6.5,24.19,13.12,5.78
351,raw/jiaodafaxue/JDFX2021004011_宋灵珊_2021_交大法学_性别与法律 刑事司法中的女检察官.md,36.25,5.45,53.5,15.19,47.5,10.31,76.0,3.67,70.75,4.87,57.5,4.33,51.65,19.75,8.42
352,raw/jiaodafaxue/JDFX2021004012_宋春龙_2021_交大法学_限制高消费的制度嬗变与法理辨析.md,75.5,7.63,77.75,6.1,73.5,22.25,84.75,1.79,86.5,1.5,79.5,1.66,80.85,19.47,7.87
353,raw/jiaodafaxue/JDFX2021004013_周晨和林喜_2021_交大法学_刑法第88条的溯及力问题和法定要件判断——以马某、庄某抢劫案为例.md,45.5,2.87,3.75,6.5,35.0,7.91,61.75,10.69,11.25,19.49,5.0,6.12,37.65,22.72,10.3
354,raw/jiaodafaxue/JDFX2022001002_崔建远_2022_交大法学_合同成立探微.md,62.75,8.04,70.5,13.16,53.5,15.19,69.25,2.95,78.25,2.49,73.0,5.43,67.47,24.03,9.1
355,raw/jiaodafaxue/JDFX2022001003_武腾_2022_交大法学_无权处分场合买卖合同的效力与权利瑕疵担保.md,30.0,0.0,0.0,0.0,28.75,4.15,10.0,10.0,2.5,4.33,5.0,5.0,18.01,13.37,4.52
356,raw/jiaodafaxue/JDFX2022001004_孙维飞_2022_交大法学_《民法典》第584条(违约损害赔偿范围)评注.md,30.0,0.0,2.0,3.46,3.75,6.5,10.0,0.0,0.0,0.0,2.5,4.33,14.07,12.47,2.75
357,raw/jiaodafaxue/JDFX2022001005_叶会成_2022_交大法学_为服务性权威观辩护 三个批评及其回应.md,22.5,14.36,3.75,6.5,17.5,10.31,35.75,3.77,10.0,10.61,8.75,10.23,20.32,14.67,10.72
358,raw/jiaodafaxue/JDFX2022001006_宋菲_2022_交大法学_应急时期司法政策的现实运用及风险规控.md,21.25,12.44,7.5,2.5,20.0,7.91,11.25,14.31,13.0,13.67,22.5,12.99,15.44,18.83,12.28
359,raw/jiaodafaxue/JDFX2022001007_王明喆_2022_交大法学_行政处罚种类扩张论批判.md,36.25,10.83,0.0,0.0,18.75,12.44,15.0,0.0,27.5,2.5,16.25,8.2,19.63,21.25,6.55
360,raw/jiaodafaxue/JDFX2022001008_樊纪伟_2022_交大法学_我国公司法定类型的反思及逻辑建构.md,44.25,3.96,7.5,7.5,40.0,2.0,35.0,0.0,15.0,20.62,27.5,4.33,32.68,16.48,7.4
361,raw/jiaodafaxue/JDFX2022001009_王传辉_2022_交大法学_知识产权法 利益平衡说 之反思 自然法与功利主义之比较.md,78.5,4.97,75.75,3.77,75.75,6.06,87.0,1.0,83.75,3.42,65.75,7.19,82.37,12.77,5.07
362,raw/jiaodafaxue/JDFX2022001010_高欧和郭松_2022_交大法学_审判权与审判管理权、审判监督权的关系重塑.md,75.25,6.76,75.25,2.17,60.5,3.64,87.5,6.69,78.5,6.06,72.25,4.38,78.53,16.65,5.72
363,raw/jiaodafaxue/JDFX2022001011_吴桐_2022_交大法学_诱惑侦查合法性的阶段化认定 日本经验与中国路径.md,30.0,3.54,5.75,3.77,18.75,15.16,45.0,3.54,25.5,17.05,30.0,5.0,25.84,17.65,9.25
364,raw/jiaodafaxue/JDFX2022001012_赵宏_2022_交大法学_保护规范理论的展开与问题——联立公司诉北京市东城区人民政府行政复议案评析.md,30.5,0.87,3.75,6.5,8.75,6.5,5.0,5.0,5.0,5.0,27.5,14.79,14.37,14.58,7.45
365,raw/jiaodafaxue/JDFX2022002003_胡凌_2022_交大法学_互联网的开放与封闭及其法律回应.md,30.0,0.0,2.5,4.33,2.5,4.33,0.0,0.0,5.0,8.66,2.5,4.33,11.62,10.77,4.17
366,raw/jiaodafaxue/JDFX2022002004_唐林垚_2022_交大法学_公共治理视域下自动化应用的法律规制.md,29.5,0.87,5.0,8.66,30.75,5.85,26.25,6.5,26.25,15.16,23.75,8.93,23.19,14.17,8.85
367,raw/jiaodafaxue/JDFX2022002005_赵精武_2022_交大法学_从保密到安全 数据销毁义务的理论逻辑与制度建构.md,32.5,2.5,7.5,12.99,25.5,10.16,22.5,12.5,34.25,1.3,31.25,22.47,23.03,22.53,11.9
368,raw/jiaodafaxue/JDFX2022002006_秦小建和朱俊亭_2022_交大法学_宪法社会公德条款的规范阐释.md,28.75,2.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5,4.33,10.15,7.42,1.25
369,raw/jiaodafaxue/JDFX2022002007_何雪锋_2022_交大法学_基于经验法则的法律论证.md,0.0,0.0,3.75,6.5,3.75,4.15,0.0,0.0,8.75,15.16,6.25,6.5,1.54,12.27,6.22
370,raw/jiaodafaxue/JDFX2022002008_马荣春_2022_交大法学_犯罪着手的教义学重述 学说对决、命题重证与具体解答.md,36.25,2.17,18.75,13.4,39.5,3.64,10.0,12.25,20.0,15.41,5.0,8.66,26.53,22.03,10.68
371,raw/jiaodafaxue/JDFX2022002009_张青波_2022_交大法学_行政组织法视角下环境标准制度的反思与完善.md,79.75,8.61,83.0,2.12,64.75,7.19,82.25,1.79,86.5,1.5,63.25,3.34,81.46,11.93,4.72
372,raw/jiaodafaxue/JDFX2022002010_赵大伟_2022_交大法学_共同财产制下夫妻个人债务执行程序的规则建构.md,66.0,12.19,77.0,5.43,69.75,4.82,82.75,2.77,84.25,2.49,67.5,2.87,76.19,14.13,5.9
373,raw/jiaodafaxue/JDFX2022002011_张阳_2022_交大法学_商事主体终止的制度检视及其结构优化.md,30.0,0.0,5.0,5.0,23.75,12.93,8.75,15.16,10.0,12.25,39.25,7.01,18.01,14.92,10.07
374,raw/jiaodafaxue/JDFX2022002012_方芳_2022_交大法学_保护作品完整权的侵权判断标准.md,30.0,0.0,5.0,8.66,55.0,11.36,21.25,14.74,26.25,4.15,20.0,5.0,26.47,18.17,8.45
375,raw/jiaodafaxue/JDFX2022002013_张静_2022_交大法学_论处分查封之物的法律效力.md,65.0,19.61,73.25,4.92,64.25,28.67,76.75,5.07,84.5,5.68,69.0,1.73,72.57,20.4,12.65
376,raw/jiaodafaxue/JDFX2022002014_李泠烨_2022_交大法学_原告资格判定中 保护规范说 和 实际影响说 的混用与厘清——兼评东联电线厂案再审判决.md,40.0,9.35,0.0,0.0,35.0,0.0,8.75,8.93,18.75,12.44,18.75,21.32,22.35,20.73,10.02
377,raw/jiaodafaxue/JDFX2022003001_曹志勋_2022_交大法学_德国诉讼标的诉讼法说的传承与发展.md,46.25,10.23,16.25,8.2,62.5,4.33,31.25,4.15,34.5,6.58,21.25,21.32,38.53,25.43,10.55
378,raw/jiaodafaxue/JDFX2022003002_马丁_2022_交大法学_遗产管理人的地位与功能阐释——实体与程序规制互济的视角.md,26.25,2.17,0.0,0.0,12.5,4.33,26.25,9.6,18.75,27.01,11.5,7.53,17.65,13.6,9.75
379,raw/jiaodafaxue/JDFX2022003003_袁琳_2022_交大法学_实体与程序双重视角下的连带债务涉他效力.md,25.0,15.0,0.0,0.0,3.75,6.5,21.25,14.74,5.0,8.66,11.25,11.39,14.49,11.8,10.82
380,raw/jiaodafaxue/JDFX2022003004_高旭_2022_交大法学_证明责任视角下《民法典》第235条的要件解释和学理澄清.md,64.25,5.12,7.5,12.99,8.25,8.32,34.25,6.06,50.0,20.62,16.25,16.35,33.96,26.27,13.37
381,raw/jiaodafaxue/JDFX2022003005_刘涛_2022_交大法学_法律如何构建时间 ——系统理论脉络下的展开.md,30.0,0.0,8.75,15.16,0.0,0.0,7.5,7.5,4.5,7.79,5.0,8.66,14.41,14.97,7.53
382,raw/jiaodafaxue/JDFX2022003006_周欢_2022_交大法学_不准派买 与 勒限采买 ——清代粮食采购法的表与里(1644—1850).md,30.0,0.0,0.0,0.0,2.5,4.33,17.5,18.87,5.0,5.0,5.0,8.66,15.15,10.8,7.1
383,raw/jiaodafaxue/JDFX2022003007_魏东_2022_交大法学_常识主义刑法观的指引功能.md,30.0,0.0,10.0,10.0,2.5,4.33,3.75,4.15,17.5,4.33,10.0,7.07,14.26,12.7,5.75
384,raw/jiaodafaxue/JDFX2022003008_陈曦笛_2022_交大法学_海平面上升对海上地物国际法地位的影响 规则演进与中国因应.md,80.25,5.21,72.25,4.38,52.0,13.21,82.75,5.07,76.25,5.58,77.75,1.79,76.97,15.5,6.8
385,raw/jiaodafaxue/JDFX2022003009_胡滨斌_2022_交大法学_言语行为理论视角下的保密协议.md,74.25,7.01,76.25,4.38,74.5,4.33,85.5,4.33,82.0,3.46,59.5,3.64,79.41,16.07,5.23
386,raw/jiaodafaxue/JDFX2022003010_陈亮和徐明_2022_交大法学_从数据到知识 智能司法基础设施的困境反思.md,30.0,0.0,2.5,4.33,21.25,5.45,15.0,15.0,0.0,0.0,2.5,4.33,18.46,13.08,5.6
387,raw/jiaodafaxue/JDFX2022003011_李文博和宋晓亭_2022_交大法学_论老字号商标的权益归属 二分构造与制度设计.md,73.5,12.6,60.5,25.86,74.25,3.77,84.75,2.49,83.25,3.34,77.0,3.0,76.22,19.03,9.83
388,raw/jiaodafaxue/JDFX2022004001_黄文艺_2022_交大法学_习近平法治思想原创性贡献论纲.md,34.25,4.92,65.0,13.58,44.25,3.77,62.5,9.39,41.75,8.9,33.75,11.39,49.9,20.05,9.98
389,raw/jiaodafaxue/JDFX2022004002_汪仲启_2022_交大法学_论中国特色社会主义法治道路的实践形态.md,27.5,4.33,3.25,3.42,31.25,4.15,27.5,7.5,23.75,7.4,0.0,0.0,22.46,11.2,5.15
390,raw/jiaodafaxue/JDFX2022004003_樊士博和齐卫平_2022_交大法学_新时代中国共产党执政话语研究论纲.md,30.0,0.0,2.5,4.33,18.75,4.15,2.5,4.33,5.0,8.66,0.0,0.0,15.07,10.98,4.13
391,raw/jiaodafaxue/JDFX2022004004_黄心瑜_2022_交大法学_难以触及的真相 一起清代知县隐匿灾情弹劾案的分析.md,30.0,0.0,0.0,0.0,1.25,2.17,2.5,4.33,3.75,6.5,7.5,4.33,11.4,5.57,3.33
392,raw/jiaodafaxue/JDFX2022004005_侯晓燕_2022_交大法学_指导性案例适用失范的现状、成因及其出路——以指导性案例24号的参照情况为分析视角.md,30.0,0.0,2.5,4.33,39.75,3.03,32.5,7.5,28.75,16.35,21.25,6.5,25.84,13.63,7.27
393,raw/jiaodafaxue/JDFX2022004006_敖海静_2022_交大法学_美国法律解释方法再研究——以意图主义与新文本主义之争为中心.md,31.25,2.17,0.0,0.0,10.0,10.0,0.0,0.0,22.5,14.36,15.0,8.66,12.79,16.75,6.77
394,raw/jiaodafaxue/JDFX2022004007_陈银珠_2022_交大法学_论我国刚性最低刑制度的柔性化路径.md,25.0,5.0,0.0,0.0,20.0,9.35,8.75,15.16,10.0,17.32,8.75,10.23,14.41,15.38,10.98
395,raw/jiaodafaxue/JDFX2022004008_刘玉姿_2022_交大法学_从管制到征收 管制性征收的生成逻辑——基于美国法的考察.md,30.0,0.0,0.0,0.0,20.0,8.66,25.0,11.73,6.25,6.5,12.5,16.39,20.0,20.17,8.32
396,raw/jiaodafaxue/JDFX2022004009_李润生_2022_交大法学_论个人医疗信息的匿名化处理制度——兼评《个人信息保护法》相关条款.md,30.0,0.0,2.5,4.33,20.0,6.12,30.0,6.12,11.25,11.39,30.0,15.0,21.76,14.7,8.27
397,raw/jiaodafaxue/JDFX2022004010_何小勇_2022_交大法学_突发公共卫生事件伤亡人员的社会保障适用研究.md,30.0,0.0,6.25,6.5,22.5,2.5,13.75,2.17,27.5,10.31,0.0,0.0,19.26,8.33,4.13
398,raw/jiaodafaxue/JDFX2022004011_王健_2022_交大法学_论发展型社会救助制度中的强制工作措施——以欧洲国家的经验为镜鉴.md,30.0,0.0,0.0,0.0,12.5,4.33,23.75,13.86,15.0,10.61,2.5,4.33,18.38,10.12,6.37
399,raw/jiaodafaxue/JDFX2022004012_潘佳_2022_交大法学_生态保护补偿公私协议的法律属性.md,53.0,14.98,69.5,6.06,78.5,6.58,82.5,4.56,87.25,0.83,69.0,3.67,71.32,15.18,7.07
400,raw/jiaodafaxue/JDFX2022005001_陈兴良_2022_交大法学_正当防卫：以刑民比较为视角的规范诠释.md,65.75,19.54,60.75,18.35,56.5,21.1,79.5,7.43,82.25,1.79,70.5,3.64,69.18,25.4,13.85
401,raw/jiaodafaxue/JDFX2022005002_时延安_2022_交大法学_刑民交叉案件的处理：类型与规则.md,29.5,0.87,1.25,2.17,20.0,0.0,26.25,8.93,10.0,7.07,7.5,8.29,20.41,9.95,5.27
402,raw/jiaodafaxue/JDFX2022005003_黎宏和陈少青_2022_交大法学_论财产犯中的财产性利益.md,71.25,12.52,78.5,4.09,79.5,6.18,91.0,1.0,86.0,1.22,67.75,8.32,82.06,11.7,6.42
403,raw/jiaodafaxue/JDFX2022005004_熊林曼_2022_交大法学_论普通法立宪主义的贡献与不足.md,47.25,7.12,20.0,0.0,36.25,2.17,15.0,0.0,3.75,2.17,6.25,6.5,31.31,21.95,3.45
404,raw/jiaodafaxue/JDFX2022005005_周易培_2022_交大法学_“规制治理”下的律师职业规制改革——以英国的实践为例.md,33.0,5.2,0.0,0.0,40.0,6.12,27.5,19.53,26.25,6.5,17.5,11.46,25.18,13.45,9.38
405,raw/jiaodafaxue/JDFX2022005006_李昶_2022_交大法学_告别独立于不当得利返还的占有回复规则——基于规则冲突的反思与重构.md,54.75,9.26,36.25,10.83,23.0,19.0,45.0,11.73,31.25,9.6,20.0,3.54,42.5,24.05,12.3
406,raw/jiaodafaxue/JDFX2022005007_李姗萍_2022_交大法学_民法典时代背景下的忠诚协议.md,30.0,0.0,3.75,6.5,5.0,8.66,10.0,6.12,29.5,6.18,0.0,0.0,14.71,12.58,5.28
407,raw/jiaodafaxue/JDFX2022005008_毛景_2022_交大法学_美国高龄劳动者就业保障制度及其镜鉴.md,31.25,2.17,5.0,5.0,23.75,10.23,11.25,6.5,13.75,15.56,5.0,5.0,19.04,10.98,8.57
408,raw/jiaodafaxue/JDFX2022005009_李干_2022_交大法学_劳动者“集体停工”的法治化解释与出路——基于集体劳动法与个体劳动法的双重视角.md,43.25,9.31,0.0,0.0,27.5,2.5,22.5,24.87,10.5,18.19,26.25,16.35,25.41,25.13,13.72
409,raw/jiaodafaxue/JDFX2022005010_周秘_2022_交大法学_“减损”的劳动权利——以G区劳动执行案件为样本的实证研究.md,33.75,2.17,0.0,0.0,30.75,8.17,36.75,1.3,12.5,16.39,27.5,10.31,25.99,13.67,7.37
410,raw/jiaodafaxue/JDFX2022006002_韩大元_2022_交大法学_20世纪50年代“共同富裕”理念形成及其演变——以《共同纲领》制定中社会主义目标的讨论为中心.md,34.0,2.35,5.0,8.66,13.75,13.4,18.75,6.5,12.0,20.78,11.25,8.93,20.01,20.53,11.67
411,raw/jiaodafaxue/JDFX2022006003_张翔_2022_交大法学_市场经济与共同富裕的互诠——“经济宪法”的视角.md,22.5,12.99,0.0,0.0,10.0,7.07,0.0,0.0,7.5,8.29,2.5,2.5,9.71,9.85,5.95
412,raw/jiaodafaxue/JDFX2022006004_范进学_2022_交大法学_“共同富裕”的宪法表达：自由平等共享与法治国.md,33.0,2.12,55.0,13.95,53.75,7.82,74.75,4.09,73.0,3.81,55.0,2.12,51.66,14.55,6.5
413,raw/jiaodafaxue/JDFX2022006005_徐舒浩_2022_交大法学_内在陈述的表达主义构造成立吗？——哈特后设法理论立场之诠释.md,87.25,1.92,81.0,2.74,83.75,1.79,85.25,0.43,84.0,2.45,49.25,4.38,86.69,11.13,2.65
414,raw/jiaodafaxue/JDFX2022006006_李建伟和何秉泽_2022_交大法学_决议可撤销之诉裁量驳回的利益衡量.md,36.25,4.15,33.75,21.9,48.75,26.78,32.5,19.2,35.0,0.0,5.0,5.0,36.99,23.23,14.83
415,raw/jiaodafaxue/JDFX2022006007_林少伟_2022_交大法学_脱法实践下公司法规则变迁之逻辑.md,47.0,5.43,50.5,30.14,67.5,6.58,80.5,3.64,73.5,9.23,47.0,5.39,59.32,20.2,11.63
416,raw/jiaodafaxue/JDFX2022006008_赵一洲_2022_交大法学_论著作财产权权利内容的分割与整合——基于“权利束”与“模块化”理论的考察.md,28.75,2.17,6.25,10.83,36.25,2.17,28.75,4.15,16.25,16.35,26.25,12.44,24.78,16.42,9.27
417,raw/jiaodafaxue/JDFX2022006009_曾元君_2022_交大法学_中国和澳大利亚刑事被害人权利的演进：法律传统的趋同？.md,30.0,0.0,10.0,10.0,23.75,6.5,23.75,5.45,15.5,26.85,11.25,8.93,22.72,17.08,11.1
418,raw/jiaodafaxue/JDFX2022006010_余煜刚_2022_交大法学_可接受性论证：行政裁量的治理新机制.md,30.0,0.0,0.0,0.0,17.5,10.9,0.0,0.0,0.0,0.0,2.5,4.33,13.68,7.35,2.93
419,raw/jiaodafaxue/JDFX2022006011_张真源_2022_交大法学_论突发事件应对中的双重响应体系——兼论《突发事件应对法》的修改.md,30.0,0.0,7.5,2.5,2.5,4.33,0.0,0.0,0.0,0.0,0.0,0.0,12.79,8.47,1.32
420,raw/jiaodafaxue/JDFX2023001002_黄进_2023_交大法学_百年大变局下的国际法与国际法治.md,30.0,0.0,20.0,0.0,31.25,4.15,62.0,5.87,50.75,5.63,67.0,4.06,35.4,15.57,3.8
421,raw/jiaodafaxue/JDFX2023001003_施余兵_2023_交大法学_《联合国海洋法公约》的“海洋宪章”地位：发展与界限.md,84.25,4.92,82.5,6.18,58.25,14.18,83.0,4.74,83.25,4.92,74.5,4.56,81.96,16.83,7.62
422,raw/jiaodafaxue/JDFX2023001004_陈海波_2023_交大法学_“主管国际组织”与海洋科学研究国际法规则体系的发展.md,58.25,16.1,68.25,2.49,49.25,5.85,79.0,8.06,82.0,3.67,63.75,2.17,63.9,13.17,7.38
423,raw/jiaodafaxue/JDFX2023001005_高圣惕和赵思涵_2023_交大法学_科技运用活动与岛礁法律地位的认定：南海仲裁裁决对《公约》第121（3）条解释及适用的错误.md,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.59,4.52,0.0
424,raw/jiaodafaxue/JDFX2023001006_杨洪斌_2023_交大法学_洛克纳案、实体性正当程序与“明显违宪”标准的衰落.md,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.5,8.29,0.0,0.0,10.59,5.35,1.6
425,raw/jiaodafaxue/JDFX2023001007_夏小雄_2023_交大法学_公司法的深层结构：从东印度公司到中国公司法.md,45.75,4.38,80.75,4.44,64.25,7.01,65.5,8.26,72.5,6.18,62.5,2.5,61.9,13.52,6.3
426,raw/jiaodafaxue/JDFX2023001008_何荣功_2023_交大法学_民事欺诈与刑事诈骗的类型化区分.md,54.0,16.29,63.75,16.72,85.5,7.79,86.25,3.63,86.5,1.5,77.5,8.29,72.44,18.23,10.43
427,raw/jiaodafaxue/JDFX2023001009_田宏杰_2023_交大法学_刑民交叉研究：理论范式与实践路径.md,65.0,10.22,87.75,1.79,84.5,5.77,85.0,2.12,87.25,1.92,67.5,3.28,81.5,12.03,4.83
428,raw/jiaodafaxue/JDFX2023001010_唐国昌_2023_交大法学_元代和买法律制度考论.md,47.0,17.23,64.25,1.3,54.5,2.87,78.5,5.22,56.75,18.55,74.25,8.17,59.79,17.27,10.25
429,raw/jiaodafaxue/JDFX2023001011_李鼎_2023_交大法学_全责、免责还是损害分配：故意侵权案件中过失相抵的适用.md,77.25,15.2,79.5,1.66,85.25,0.43,75.25,4.97,79.25,2.59,62.5,4.33,81.72,12.65,5.62
430,raw/jiaodafaxue/JDFX2023002002_冯玉军_2023_交大法学_《立法法》修改：理念原则、机制创新与完善建议.md,30.0,0.0,17.0,2.12,43.75,2.17,58.75,6.83,68.25,17.35,61.25,10.33,36.13,18.12,7.45
431,raw/jiaodafaxue/JDFX2023002003_刘松山_2023_交大法学_对《立法法（修正草案）》的审思：从七个重点问题展开.md,35.0,4.95,42.5,2.5,32.75,3.96,82.0,2.55,59.75,14.97,68.0,9.19,47.43,15.22,7.33
432,raw/jiaodafaxue/JDFX2023002004_胡弘弘和田骥威_2023_交大法学_党对立法工作的百年探索与经验启示——基于党的全国代表大会报告的研究.md,30.0,0.0,16.25,4.15,40.0,6.12,53.75,2.17,45.0,0.0,42.5,8.29,34.12,9.18,4.0
433,raw/jiaodafaxue/JDFX2023002005_谭嘉玲和林彦_2023_交大法学_部门规章制定主体范围的规范阐释及立法完善.md,30.0,0.0,0.0,0.0,2.5,4.33,0.0,0.0,0.0,0.0,0.0,0.0,11.03,5.62,0.83
434,raw/jiaodafaxue/JDFX2023002006_蔡培如_2023_交大法学_个人信息可携带权的规范释义及制度建构.md,75.75,2.86,81.25,6.06,63.75,16.86,83.0,3.61,81.5,4.09,77.25,1.64,79.63,16.4,6.77
435,raw/jiaodafaxue/JDFX2023002007_罗寰昕_2023_交大法学_算法控制视域下平台用工劳动关系认定的困境与出路.md,59.25,14.29,85.75,8.14,77.25,5.8,85.5,4.97,84.75,4.09,74.0,7.07,77.84,13.65,8.53
436,raw/jiaodafaxue/JDFX2023002008_李希梁_2023_交大法学_反垄断监管与事前监管——互联网平台监管模式的二元建构.md,69.75,17.41,75.75,6.06,89.25,2.17,88.0,1.87,89.5,1.66,70.0,5.43,81.9,10.92,6.67
437,raw/jiaodafaxue/JDFX2023002009_翟翌和金龙君_2023_交大法学_均衡性原则之“权重公式”的反思与重构——一个法经济学的分析视角.md,81.0,4.3,74.75,5.07,86.5,2.06,70.75,11.12,69.5,20.3,60.25,3.96,75.0,17.55,9.02
438,raw/jiaodafaxue/JDFX2023002010_马家曦_2023_交大法学_论二审参加之审理模式与路径重构.md,77.75,4.71,79.5,4.5,81.0,1.73,85.5,2.87,87.0,2.12,80.25,2.86,85.56,9.0,3.6
439,raw/jiaodafaxue/JDFX2023002011_翁壮壮_2023_交大法学_论决断的类型化——在政治与法律之间的考察.md,77.0,6.67,79.75,2.86,67.5,4.82,80.75,2.95,76.25,2.28,73.0,7.38,79.85,15.73,5.18
440,raw/jiaodafaxue/JDFX2023002012_郑志行_2023_交大法学_行政协议解除权的规则体系建构——兼评《行政协议规定》第27条第2款.md,66.75,8.87,62.5,6.58,79.25,2.95,84.25,3.7,79.25,3.42,65.25,3.27,75.07,15.97,5.53
441,raw/jiaodafaxue/JDFX2023002013_周俊彦_2023_交大法学_“辅助说明材料”的证据法定位及法庭运用规则.md,76.0,6.16,58.75,9.6,79.0,4.58,82.5,3.28,82.0,0.0,71.25,6.5,77.0,13.73,5.8
442,raw/jiaodafaxue/JDFX2023003001_刘剑文和唐贺强_2023_交大法学_法典化目标下税法总则立法的三个问题.md,30.0,0.0,2.5,4.33,16.25,17.09,6.25,10.83,5.0,8.66,6.25,10.83,15.51,13.32,9.95
443,raw/jiaodafaxue/JDFX2023003002_熊伟_2023_交大法学_体系化视角下税法总则的结构安排与法际协调.md,59.5,13.9,60.5,17.27,60.75,9.68,81.5,4.39,76.75,7.69,73.5,1.5,68.13,18.05,10.48
444,raw/jiaodafaxue/JDFX2023003003_王桦宇_2023_交大法学_税法总则立法框架下纳税义务体系的构建.md,31.25,2.17,49.5,14.26,56.0,9.38,67.75,3.19,82.0,5.79,68.25,2.49,48.5,15.65,7.18
445,raw/jiaodafaxue/JDFX2023003004_赵泽睿_2023_交大法学_网络信息内容生态共同治理的法治保障.md,75.25,12.97,68.75,8.17,56.5,18.23,80.5,5.72,68.25,8.01,78.25,2.49,74.65,19.53,10.7
446,raw/jiaodafaxue/JDFX2023003005_褚婧一_2023_交大法学_情感计算的信息隐私法律风险及其应对.md,30.0,0.0,0.0,0.0,16.25,5.45,11.25,11.39,6.25,4.15,17.5,10.31,16.1,13.93,6.02
447,raw/jiaodafaxue/JDFX2023003006_姜峰_2023_交大法学_詹姆斯·麦迪逊的人性观与宪法思想.md,65.75,8.17,45.5,23.73,61.75,20.54,85.75,2.49,76.5,9.53,58.75,4.15,64.99,23.23,13.2
448,raw/jiaodafaxue/JDFX2023003007_刘俊海_2023_交大法学_董事责任制度重构：精准问责、合理容错、宽容失败——以弘扬企业家精神为视角.md,30.0,0.0,3.75,6.5,17.5,10.31,7.5,7.5,7.5,10.31,0.0,0.0,16.32,14.72,6.67
449,raw/jiaodafaxue/JDFX2023003008_钟宇晴和刘亦峰_2023_交大法学_论庭前证据调查准备：实证考察与理论思考.md,33.75,2.17,48.25,10.06,65.0,12.43,65.0,15.07,73.5,5.17,61.25,2.59,50.03,18.25,9.15
450,raw/jiaodafaxue/JDFX2023003009_杨勇_2023_交大法学_不法原因给付的困境与规则构建.md,30.0,0.0,0.0,0.0,6.25,6.5,23.25,15.55,7.5,8.29,6.25,8.2,17.16,10.38,7.43
451,raw/jiaodafaxue/JDFX2023003010_谭宇航_2023_交大法学_标准必要专利纠纷中的禁诉令研究.md,30.0,0.0,8.75,4.15,12.5,4.33,12.5,16.39,5.0,8.66,3.75,6.5,17.79,9.0,7.7
452,raw/jiaodafaxue/JDFX2023003011_高苑丽_2023_交大法学_法秩序统一视角下虚开案件行刑认定冲突与协调.md,32.0,3.46,0.0,0.0,8.75,5.45,22.5,12.5,5.0,8.66,13.75,9.6,18.13,12.0,7.63
453,raw/jiaodafaxue/JDFX2023004002_翟小波_2023_交大法学_道歉的概念：一些初步的思考.md,66.0,10.77,70.5,9.39,51.75,18.34,82.25,2.68,78.25,2.49,63.0,5.43,71.37,20.35,9.45
454,raw/jiaodafaxue/JDFX2023004003_孙维飞_2023_交大法学_教义学上的拐杖及其舍弃——以性行为后果分担为例论《民法典》第1186条之法律适用.md,30.0,0.0,0.0,0.0,1.25,2.17,11.25,14.31,0.0,0.0,3.75,6.5,13.46,7.35,4.42
