id,title,author,first_author_org,year,issue,page_start,page_end,abstract,keywords,clc_code,cite_count,doi,pdf_path
1061,行政许可的民法意义,"王轶[1,2]",中国人民大学民商事法律科学研究中心,2020,5,86,107,"行政许可与民事法律行为的效力判断联系密切。从民法学的视角观察,行政机关基于行政许可准予公民、法人或者其他组织从事特定活动,有的属于准予实施事实行为;有的属于准予实施民事法律行为;有的则需要区分情形,有时属于准予实施事实行为,有时属于准予实施民事法律行为。与此对应,法律或者行政法规确立行政许可的规定,有的属于简单规范中的强制性规定;有的属于复杂规范中的强制性规定;有的则需要区分情形,有时属于简单规范中的强制性规定,有时属于复杂规范中的强制性规定。当事人借助民事法律行为意图约定排除这些强制性规定法律适用的,得援引《中华人民共和国民法典》草案(总则编)第153条第2款认定该约定绝对无效。当事人实施的民事法律行为违反复杂规范中强制性规定的,得援引《中华人民共和国民法典》草案(总则编)第153条第1款区分情形进行效力判断。",行政许可;事实行为;民事法律行为;简单规范;复杂规范;强制性规定,D92,0,,法学三大刊论文/中国社会科学/行政许可的民法意义.pdf
1062,行政转型与行政法学的回应型变迁,江国华,"武汉大学法学院,武汉430072",2016,11,129,142,在逻辑意义上，行政转型与行政法学变革是一种函变关系。其中，行政实践为自变量，行政法学为因变量。作为因变量的行政法学必然随着行政实践的发展而发展；易言之，行政实践的发展与变革必将促使行政法学的发展，行政转型必然引发行政法学的变革。其法理有三：一是行政法学研究决定于行政法治实践，,行政法学;转型;回应型;变迁;行政实践;逻辑意义;法治实践;法学研究,D912.1,72,,法学三大刊论文/中国社会科学/行政转型与行政法学的回应型变迁.pdf
1063,论“以国际法为基础的国际秩序”,蔡从燕[1],,2023,1,24,43,近年来，一些国家主张“以规则为基础的国际秩序”。但是，这些国家并未明确“以规则为基础的国际秩序”所指“规则”系指“国际法”并据此阐述其关于国际秩序的规则观。事实上，这些国家实施的一系列法律实践表明，其很大程度上追求的是国内法凌驾于国际法，区域国际法凌驾于普遍国际法以及将国际法泛政治化的规则观。这种规则观损害了国际法在国际秩序中的作用，违背了完善全球治理和推动建立更加公正合理的国际秩序的时代要求。为纠正这些国家经由主张“以规则为基础的国际秩序”追求的规则观，中国主张“以国际法为基础的国际秩序”。“以国际法为基础的国际秩序”体现的规则观是，确认以《联合国宪章》为基础和核心的国际法是调整国际关系的权威规则体系，同时不排除不违反国际法的其他规则在国际秩序中的作用。,以国际法为基础的国际秩序;以规则为基础的国际秩序;国内法;区域国际法;国际法泛政治化,C,,,法学三大刊论文/中国社会科学/论“以国际法为基础的国际秩序”.pdf
1064,论《民法典》实施中的思维转化——从单行法思维到法典化思维,王利明[1],"中国人民大学法学院,北京100872",2022,3,4,22,"随着《民法典》的颁布,我国立法由单行法时代进入法典化时代.为准确理解和实施好《民法典》,必须从单行法思维向法典化思维转化,具体包括从多中心思维转向基础性法律思维,从碎片化思维转向体系性思维,从分散思维转向统一思维,从并立思维转向融贯思维.法典化思维需要树立以《民法典》作为民商事法律部门中基础性法律的理念,准确把握《民法典》各项制度的价值取向和规范意旨.从体系化的视角观察《民法典》,还需要协调好《民法典》内部的关系以及《民法典》与单行法之间的关系,并将《民法典》的价值体系融贯于各项民事法律制度之中.",《民法典》;法律思维;法典化思维;融贯思维,C,0,,法学三大刊论文/中国社会科学/论《民法典》实施中的思维转化——从单行法思维到法典化思维.pdf
1065,论中国法治评估的转型,钱弘道[1];王朝霞[2],"浙江大学光华法学院,杭州310008",2015,5,84,105,近十年来，全国许多地方出现了各种探索法治评估的实践。总结法治评估实践经验，分析法治评估实践存在问题，判断全国法治评估走向，提出建设性思路，具有重要意义。《中共中央关于全面深化改革若干重大问题的决定》和《中共中央关于全面推进依法治国若干重大问题的决定》出台后，法治评估在实践和理论两个方面面临转型。法治评估转型的重点在于法治评估的正确定位、法治评估机制的创新、法治量化难题的破解和法治评估经验总结和理论升华的实现。科学的法治评估机制是评估工作得以有效开展的前提，破解法治量化难题是科学评估的要害，法治评估经验总结和理论升华是评估实践提出的必然要求。法治评估机制创新重点在实施第三方评估模式，法治量化可从专项评估入手。,法治评估;法治评估转型;指标体系;考核标准;国家治理,D621,41,,法学三大刊论文/中国社会科学/论中国法治评估的转型.pdf
1066,论人权普遍性的相对性,毛俊响[1],"中南大学人权研究中心,长沙410083",2025,1,126,146,人权普遍性是一个富有争议的理论问题。通过从道德权利、法律权利、政治权力三个维度来梳理人权普遍化运动的发展演变和人权普遍性诉求的时空流变，可以阐明人权普遍性命题所赖以成立的历史与现实语境，揭示根植于人权普遍性的相对性因素。人权是人类社会的共同追求，人权价值具有普遍性。绝对的、呈现在各个层次的人权普遍性是站不住脚的，人权普遍性是相对的。人权观念、主体、体系、标准、制度、模式虽然都普遍蕴含人权价值，但是都存在相对性。人权相对性是普遍的，是一种体现在各个区域、国家或社会中的人权多样性。在普遍人权价值的指引下，各国的人权观念、主体、体系、标准、制度、实践不断趋同，共同凝结了人权普遍性原则。人权普遍性是价值普遍性与文化多样性的统一。,人权;人权普遍性;人权普遍性原则;文化相对主义;人权异化,D815.7,,,法学三大刊论文/中国社会科学/论人权普遍性的相对性.pdf
1067,论人类命运共同体构建中的和平搁置争端,黄瑶[1],"中山大学法学院,广州510275",2019,2,113,136,"研究人类命运共同体理念在国际法上的科学内涵和指导意义是一个重要课题,将人类命运共同体理念蕴含的丰富思想融入国际争端的处理理论是非常具有实践价值的切入点。目前国际争端解决实践遇到诸多困境,需要探索创新国际争端处理的新模式和新思路。而和平搁置争端是对现有国际争端解决方式的重要补充。从法律视角对和平搁置争端实践进行概括和理论化,将人类命运共同体理念作为支撑和平搁置争端的理论资源,有助于丰富并指导其实践;同时,和平搁置争端在推动构建人类命运共同体进程中可发挥积极作用。",人类命运共同体;国际争端;和平搁置争端;不解决;国际合作,D812,0,,法学三大刊论文/中国社会科学/论人类命运共同体构建中的和平搁置争端.pdf
1068,论作为新型财产权的数据财产权,张新宝[1],,2023,4,144,163,财产权发达史表明，财产权客体的扩充是由生产力发展、生产生活资源形态的扩张所决定的，财产权的效力与保护方法是由财产权客体的性质所决定的。随着信息时代的到来和数字经济的兴起，我国在国家政策层面、立法层面和司法层面均存在数据确权的需求。在理论上，应当将数据财产权确立为与物权、知识产权相并列的第三类具有对世性的财产权利，而不应采取非确权保护模式、个人信息权保护模式或者将数据财产权确立为既有财产权的用益权新形式。构筑数据财产权制度是保护数据处理者合法劳动成果的必要举措，中央关于数据资源分类和数据权利分置的意见为数据确权指明了方向，劳动价值论的原理为数据确权奠定了理论基础，而“人财两分”理论则为解决确权的难点问题提供了制度安排思路。数据财产权作为民事主体基于数据享有的权利，具有财产性、对世性、有限支配和有限排他的基本属性。权利人享有包括利用、收益、占有和处分在内的各项权能。,数据财产权;数据;数字经济;个人信息权益;“人财两分”,C,,,法学三大刊论文/中国社会科学/论作为新型财产权的数据财产权.pdf
1069,论公安侦查权与行政权的衔接,张泽涛[1],"广州大学法学院,广州510006",2019,10,160,183,"我国公安机关肩负刑事侦查权与行政权的双重权能。在公安司法实践中,一定程度上存在公安侦查权与行政权交错适用的现象,既有公安行政权替代侦查权的现象,也有刑事侦查权替代公安行政权的现象。这种现象不仅在我国存在,也在其他国家存在。违法和犯罪二元一体的追究模式,治安案件与刑事案件的划分方式,行政程序与刑事诉讼程序宽松严苛的差异,导致了公安侦查权与行政权的交错。区分公安侦查权与行政权是二者衔接的前提,既是打击犯罪、保障人权的需要,也是完善公安机关执法权力运行机制和管理监督制约体系的需要。区分公安侦查权与行政权的法理是,完善公安机关执法权力运行机制和管理监督制约体系,将打击犯罪同保障人权、追求效益同实现公正、执法目的同执法形式有机统一起来。在制度层面,区分公安机关侦查行为与行政行为宜采取综合权衡标准,确立比例原则,规范行政证据转换为刑事证据的程序与实体制约规则,完善《行政诉讼法》和《国家赔偿法》相关规定,适当调整违法和犯罪的二元一体模式。",侦查权;行政权;刑事侦查;公安机关;执法司法衔接,D92,0,,法学三大刊论文/中国社会科学/论公安侦查权与行政权的衔接.pdf
1070,论刑事庭审实质化,汪海燕[1],"中国政法大学刑事司法学院,北京100088",2015,2,103,122,刑事庭审实质化是“以审判为中心的诉讼制度改革”的基本要求，其内核是被告人的刑事责任在审判阶段通过庭审方式解决。在一些地方的司法实践中，逮捕“绑架”审判，审理方式以审查案卷笔录为主，庭前会议实体化，以及法庭审理仅以定罪为中心，均在一定程度上虚置刑事审判程序，使其流于形式。在构建庭审中心裁判机制以及落实“权责一致”办案责任制的背景下，有必要消除庭审虚化的成因，建构审判中心主义的诉讼结构，实现直接言词原则的庭审方式，合理定位庭前会议功能，调整定罪与量刑并重的庭审内容，在诉讼制度层面实现我国刑事审判程序的实质化。,庭审实质化;逮捕中心主义;审判中心主义;言词审理;庭前会议,D925.2,30,,法学三大刊论文/中国社会科学/论刑事庭审实质化.pdf
1071,论司法决策的适度“再情感化”,杜宴林[1],"吉林大学理论法学研究中心,长春130012",2025,6,166,184,努力让人民群众在每一个司法案件中都能感受到公平正义，是习近平总书记给新时代司法决策部署的一项重大政治任务，这要求司法决策者带着情感为人民群众司法。从具体实现路径方向分析，需要司法决策实现从“去情感化”到“再情感化”叙事的转向。但“再情感化”必须澄清和释明其与公正司法间的正相关关系。作为情感领域的典型范畴，“移情”无疑是最值得考察和检视的重要议题。无论是其认知分支还是情感分支，均敏于个案公正所涉及的细微判断和道德慎思，均有利于“感受个案公正”的具象化。这对有着丰厚“忠恕”文化传统的中国而言，不仅为反思西方式法治的内在局限提供了新的思想资源，也为我们超越现代法律“情感/理性二分”的理论预设，并找到一条适合自身的中国式司法审判模式乃至法治现代化道路，提供了深刻的思想启示。,司法决策;移情;再情感化;个案正义;公平正义,C,,,法学三大刊论文/中国社会科学/论司法决策的适度“再情感化”.pdf
1072,论国家政策作为民法法源,张红,"中南财经政法大学法学院,武汉430073",2015,12,133,155,国家政策对我国民事司法影响颇深。《民法通则》第6条规定的国家政策作为民法法源，其介入民事司法的路径并不合理。法官在利用国家政策进行判决时，会出现缺少配套规范、依据混乱、说理困难等问题。其原因在于对国家政策的范围及其与法律的区别界定不明。依民事裁判规则，全国人大及其常委会制定的法律、法律解释、司法解释、行政法规、自治条例、单行条例为裁判规范，行政规章及其他规范性文件为说理规范。然而，以上文件均为国家政策的表现形式。国家政策作为民法法源，其介入民事司法需遵循不同载体各自的裁判规则。最高人民法院可发挥其公共政策创制功能，通过“隐性”及“显性”两种渠道引国家政策入民事裁判。坚持私法自治为基础，建立国家政策进入民事裁判的转介机制，将国家政策通过合法且合理的渠道引入民事司法，是实现国家调控民事生活、实现公私法融合的法治之道。,民法典;国家政策;法源;司法解释裁判规范,D921,140,,法学三大刊论文/中国社会科学/论国家政策作为民法法源.pdf
1073,论国家治理商数,江必新[1];邵长茂[2],"中南大学法学院教授,长沙410083",2015,1,102,118,国家兴亡，在一定程度上取决于国家治理商数的高低。国家治理商数简称“治商”，系以商数形式衡量国家治理水平的数量指标，其数值是国家治理体系、国家治理能力与国家治理成本的比值，其性质为量化治理、循“数”治国思想和技术的“合金”，其先进性在于内核为逻辑和运算所打造，其科学性为大数据和云计算等技术平台所保障。创制国家治理商数，是从经验式、试验式国家治理向量化科学治理转变的技术性支撑和基础性工程，其理论和实用价值在推进国家治理体系和治理能力现代化这一进程中尤为重要。国家治理商数可应用于以下领域：对国家治理现代化进程实现量化管理；作为判定我国在2020年是否实现国家治理现代化的“衡量标尺”和“核心标志”；编制各国治商报告以掌握治理领域国际话语权；编制国内各地治商报告以促推治理水平精进。,国家治理;国家治理体系;国家治理能力;国家治理成本;国家治理商数,F426.83,33,,法学三大刊论文/中国社会科学/论国家治理商数.pdf
1074,论大数据时代的个人数据权利,程啸[1],"清华大学法学院,北京100084",2018,3,102,122,"大数据时代的个人数据权利涉及自然人的民事权益保护与数据企业的数据活动自由关系的协调。个人数据可以成为民事权利的客体,并应当通过私权制度对其加以规范和保护。自然人对个人数据的权利旨在保护其对个人数据的自主决定利益,从而防御因个人数据被非法收集和利用而侵害既有的人格权与财产权。自然人对个人数据的权利并非物权等可以积极利用的绝对权,只有在该权利被侵害而导致其他民事权利被侵害时,才能得到侵权法的保护。数据企业对个人数据的权利来自于其合法收集、存储,并支付了对价这一事实行为。数据企业的数据权利是一种新型的财产权,不能仅仅通过反不正当竞争法给予保护,而应同时作为绝对权给予更系统的保护。",数据;大数据;个人数据;隐私权;数据企业,D923,0,,法学三大刊论文/中国社会科学/论大数据时代的个人数据权利.pdf
1075,论我国检察权的新发展,周新[1],"广东外语外贸大学法学院,广州510420",2020,8,64,86,"深入推进检察体制机制改革,首先需明晰检察权的性质及其发展规律。我国检察权性质渊源于马克思主义国家学说,受历史逻辑、政治体制以及现实国情等因素的综合作用,既有其普遍性的一面,更具中国特色。立足宪法规范,可以发掘我国检察权演进的一般规律,即检察权在始终保持法律监督权基本属性的前提下,适时地根据时代变迁而不断调整其权力外延和权力运行方式,实现检察权发展与国家治理的同频共振。近年来,我国检察权的发展呈现出新特点,积极回应时代需求,是社会主要矛盾变化、国家权力结构调整以及司法体制机制改革等共同作用的结果。构建中国特色社会主义检察体系,应当坚持检察权的法律监督性质,尊重检察权发展的一般规律,根据社会需求和司法实务,进一步拓展检察权的外延,创新和丰富检察权能的运行机制,实现检察权的适时动态调整。",检察权;法律监督;检察改革;检察规律,D92,0,,法学三大刊论文/中国社会科学/论我国检察权的新发展.pdf
1076,论指导性案例的内容构成,朱芒,"上海交通大学凯原法学院,上海200030",2017,4,109,127,指导性案例的内容是由最高人民法院以实际案例（“母本”裁判文书）为基础编写而成，内容中不同的逻辑框架会对此后的同类判决产生不同的规范作用。指导性案例的编写过程涉及纠纷解决与政策形成这两种不同的司法判断方式应该加以区分，指导案例如果进行立法目的的解释，在推导出成文法规范的时候，除了建立理所当然的结论之外，更为重要的是在考虑了什么因素，以什么样的逻辑框架进行推导立法目的或立法意图。提出案例编写应自主接受“母本”裁判文书中事实内容和裁判理由中主干逻辑框架的拘束，补强理由中的论证理由的规则。,指导性案例;判例分析;法律解释;判例功能,D920.5,17,,法学三大刊论文/中国社会科学/论指导性案例的内容构成.pdf
1077,论数字货币的法律属性,杨延超[1],"中国社会科学院法学研究所,北京100720",2020,1,84,106,"自提出比特币概念至今,数字货币已被广泛应用。数字货币是以区块链作为底层技术支持,具有去中心化、可编程性、以密码学原理实现安全验证等特征。关于数字货币的法律属性,总体上有非货币财产说和货币说,其中非货币财产说又有商品说、证券说、数据说等学说。具有代表性的商品说、证券说、数据说等均具有无法逾越的理论困局和现实障碍。回归货币的本质,其作为普遍认可的记账符号,国家或私人银行发行仅是构建货币信用的手段,而非必要条件。相比较传统货币,数字货币正是依赖区块链技术,完成了去中心化的货币信用构建。如此,在数字货币货币说的基础上产生了新货币说,一方面,它为建构数字货币的准货币属性提供法理依据;另一方面,也为渐进完善数字货币立法提供理论基础。可以先确定其为准货币的法律属性,在时机成熟时再确认其货币的法律地位。有必要在立法中确认数字货币作为准货币的法律地位,以此作为逻辑起点建构其作为准货币的系列法律制度。数字货币容易被用于犯罪或者逃避金融管制的工具,必须确定监管主体,构建监管规则。",数字货币;比特币;法律属性;监管制度;金融监管,F83,0,,法学三大刊论文/中国社会科学/论数字货币的法律属性.pdf
1078,论数据用益权,申卫星[1],"清华大学法学院,北京100084",2020,11,110,131,"数据权属及其分配规则不清,已成为数字经济发展的最大制度障碍。未来应根据数据要素市场对数据积极利用的巨大需求,借助自物权—他物权和著作权—邻接权的权利分割思想,容纳作为现代新兴权利客体的数据。根据不同主体对数据形成的贡献来源和程度的不同,应当设定数据原发者拥有数据所有权与数据处理者拥有数据用益权的二元权利结构,以实现数据财产权益分配的均衡。数据用益权既可以基于数据所有权人授权和数据采集、加工等事实行为取得,也可以通过共享、交易等方式继受取得。数据需要依托具有公信力的公共数据平台、数据中间商进行交易与共享。数据用益权包括控制、开发、许可、转让四项积极权能和相应的消极防御权能,在公平、合理、非歧视原则下行使各项权能可以平衡数据财产权保护与数据充分利用两种价值,推动数据要素市场快速健康发展。",数据用益权;数据所有权;数据财产权;权利分割;数字经济,D92,0,,法学三大刊论文/中国社会科学/论数据用益权.pdf
1079,论新型网络犯罪立法及其适用,皮勇,"武汉大学法学院,武汉470072",2018,10,126,150,新型网络犯罪是网络犯罪的新发展，遏制网络犯罪必须打击新型网络犯罪。但由于其不同于传统犯罪，具有“积量构罪”特征，刑法相关规定的适用遇到困难，按照实质预备犯、帮助犯相关理论解释难以实现理论自洽。新型网络犯罪立法是回应网络犯罪新变化的正当性立法，利用信息网络实施的特殊犯罪方法和限定犯罪危害量的情节要件是其满足刑事违法性和刑罚可罚性条件的关键。新型网络犯罪行为本身的社会危害性相比较而言较低，情节要件弹性大，相关司法适用标准不明确，导致适用率低并出现犯罪圈的不当扩张，为了充分发挥新型网络犯罪立法的功效，必须根据其特殊的罪行构造，制定合理的司法规则，对其构成要件要素进行合理缩限，并对情节要件进行类型化、限定化解释。,新型网络犯罪;积量构罪;实质预备犯;帮助行为正犯化;中立帮助;行为,D997.9,0,,法学三大刊论文/中国社会科学/论新型网络犯罪立法及其适用.pdf
1080,论民事司法成本的分担,王福华,"上海财经大学法学院,上海200433",2016,2,93,113,司法成本既体现着正义分配的一般性原则，也展示着国家、当事人和市场间的合作与博弈。在整体上对民事司法成本解构，而非将其限缩为诉讼费用进行局部的观察分析，能够为审判成本和诉讼成本的分担找到正当化根据，并厘清公共成本与私人成本的界限。以此为基础的司法成本第一层次分担规则，致力于在国家司法公共资源投入和当事人诉讼负担之间建立平衡关系。以诉讼成本在当事人之间的分配为核心的第二层次成本分担规则，则既要为诉讼费用的分担设定公平正义目标，也要兼顾成本机制对诉讼制度的调节功能，在整体上促进司法制度的完善。司法成本第三层次的分担规则，则应注重发挥法律服务市场及社会组织在诉讼成本分担上的作用，其成效取决于职业伦理建设及法律规制。,审判成本;诉讼成本;权利保护;司法改革,D925.2,36,,法学三大刊论文/中国社会科学/论民事司法成本的分担.pdf
1081,论法律学说的司法运用,彭中礼[1],"中南大学法学院,长沙410083",2020,4,90,113,"在一定意义上,法律学说是运行中的法律。法官对法条的援引本质上就是对法律学说的运用,而这一运用又促进了法律学说的推陈出新。从理论层面看,在司法中运用法律学说,可以为裁判说理提供理由来源,为司法论证提供权威资源,为规范适用提供理论渊源。从实践层面看,实证研究发现,我国存在较多运用法律学说的案例,其功能是进行法律解释、补充法律漏洞、创制法律规则以及创新法律学说;但法律学说运用中问题较多,如法律地位较低、运用条件模糊、运用程序缺位,以及运用方法欠缺等。要通过立法构造法律学说的司法运用制度,确定立法原则,明确法律学说的界定标准,规范前提条件,遵循正当程序,讲究方法运用。理论研究与实践探究表明,法律学说司法运用制度是当前我国司法改革背景下强化裁判说理、实现司法裁判具有可接受性的一项十分有价值的制度,也是法律理论演化的动力机制。",法律学说;司法裁判;司法运用;理论演化规律,D92,0,,法学三大刊论文/中国社会科学/论法律学说的司法运用.pdf
1082,论法律意识形态,季卫东,"上海交通大学法学院,上海200030",2015,11,128,145,在强调市场在资源配置中发挥决定性作用、保障社会自治和个人权利的时代背景下，对当代中国既有的法律意识形态进行创新成为历史必然。通过梳理国家治理体系现代化过程中出现的主要价值观和思考方式，从中提炼出关于秩序正统性的若干种最基本的理论主张：自然法和社会契约、文化传统或民族精神、社群主义性质的公共哲学以及科学的历史唯物论，并从不同的视角进行解读，现代法治精神存在内在矛盾。某种具有政府、市场、社会三元结构的国家观应该成为未来中国的法律意识形态，公正程序则构成整合的制度基础。,法律意识形态;解释性转换;价值三分法;公正程序,D920.0,56,,法学三大刊论文/中国社会科学/论法律意识形态.pdf
1083,论法治体系概念,侯学宾[1],"吉林大学法学院,长春130012",2024,9,20,30,“法治体系”是一个描述中国特色社会主义法治运行实践“系统集成”的统合性概念，体现了政治性与法律性、系统性与规范性、民族性与人类性、实践性与理论性、现实性与理想性、法律规范主导性与其他社会规范补充性的有机统一。“法治体系”概念呈现了中国法治实践的系统性品质，是建构中国自主法学知识体系的基础概念，具有强大的方法论意义。,法治体系;法治体系内涵;法治体系构成;法治体系意义,C,,,法学三大刊论文/中国社会科学/论法治体系概念.pdf
1084,论法治思维的规则,陈金钊[1];李德进[2],"华东政法大学法律方法研究院,上海201620",2025,5,111,127,在制度、体制完备的情况下，法治实现也是个方法问题。法治思维能将法治理念转化为可操作的方法。形式法治和实质法治的区分衍生出两种思维规则。实现形式法治的思维规则包括接受制定法的约束，将逻辑规则作为思维的指南，做到顺从语义、正确使用体系思维、寻求立法者的意图等。而在形式法治难以企及之处，则需要实质法治思维规则的介入，包括带有目的的观察，区分解释、衡量和续造等。如果能用形式法治思维解决纠纷，就不使用衡量、续造方法。法治思维的终极目标是对正义的追求。,法治思维;形式法治思维;实质法治思维;利益衡量;法律续造,C,,,法学三大刊论文/中国社会科学/论法治思维的规则.pdf
1085,论法治评估的类型化,朱景文[1],"中国人民大学法学院,北京100872",2015,7,108,124,法治评估不是简单地对法治发展的各个方面进行量化处理，首先要解决的是对有着不同社会结构、处在不同社会发展水平的国家或地区按照统一标准进行法治评估的可能性问题。法治包含规则之治、平等实施和良法之治几种不同的含义，但每种含义都受制于一定的社会条件，需要类型化处理。“规则之治”有赖于社会的稳定程度，对迅速变化的社会没有实质意义。平等实施有赖于法律资源的充分性，在缺乏人力、物力、财力保证的情况下很难做到平等实施，而需要寻找成本低、替代性的措施和适合本地特点的方式。良法之治有赖于对什么是良法达成共识，不能以一种模式为基础来评估其他模式法治发展程度。法治评估必须注意各国治理结构的差别，一个国家用法律解决的问题，另一个国家可能用非法律的方法解决。,法治评估;类型化;规则之治;平等实施;良法之治,D033,42,,法学三大刊论文/中国社会科学/论法治评估的类型化.pdf
1086,论算法的法律规制,"丁晓东[1,2]",中国人民大学法学院,2020,12,138,159,"算法崛起对法律规制提出了挑战,它可能挑战人类的知情权、个体的隐私与自由以及平等保护。作为人机交互的算法决策机制,算法并非价值中立,具备可规制性。算法公开、个人数据赋权、反算法歧视是传统的算法规制方式,但机械适用这些方式面临可行性与可欲性难题。算法公开面临技术不可行、公开无意义、用户算计与侵犯知识产权等难题,个人数据赋权面临个体难以行使数据权利、过度个人数据赋权导致大数据与算法难以有效运转等难题,反算法歧视面临非机器算法歧视、身份不可能完全中立、社会平等难以实现等难题。传统算法规制路径面临困境的根本原因在于忽视算法的场景性,算法可能因为运用算法主体的不同、针对对象的不同以及涉及问题的不同而具有不同的性质。因此,算法规制应采取场景化的规制路径,根据不同场景类型对算法采取不同的规制方式,以实现负责任的算法为目标。在算法场景化规制原则的指引下,可以构建算法公开、数据赋权与反算法歧视等算法规制的具体制度。",人工智能;算法;算法公开;数据权利;算法歧视;场景化规制,D92,0,,法学三大刊论文/中国社会科学/论算法的法律规制.pdf
1087,论结果导向的信息披露,应飞虎[1],"广州大学法学院,广州510006",2019,5,121,143,"我国消费者法中的经营者信息披露制度,以交易前的商品或服务信息为披露内容。这种相对静态的信息披露对消费者作出正确的消费选择是必须的,但在免费、低价等交易情形下,消费者必须先作出消费决策,才能在后续时间内接受服务或获取商品,这一时间差极易使消费者的认知偏差和心理弱点被经营者利用,消费者利益可能被损害于无形之中。针对这种行为的市场失灵,需要在我国的消费者法中建立一种结果导向的信息披露制度。在此制度下,结果导向的信息由经营者在交易前向消费者披露,被披露的信息应当跨越一个完整的交易过程,真实、全面地反映交易的成本或收益,从而使消费者更好地作出知情选择。在认识交易公平、市场失灵以及探究合适、有效的公权规制方面,行为经济学的知识和视野不可或缺。",结果导向;信息披露;认知偏差;消费者保护;行为经济学,F832.5,0,,法学三大刊论文/中国社会科学/论结果导向的信息披露.pdf
1088,论统一民事责任制度的建构——基于责任融合的“后果模式”,张家勇[1],"四川大学法学院,成都610207",2015,8,84,103,民事责任制度的法律构造存在“原因模式”与“后果模式”的差异。在责任形式多元化的情况下，“后果模式”与后果引导的法律救济思维特征更相契合。“后果模式”以功能性的责任形式为基础，不同功能性责任具有不同的构造逻辑和一般要件。根据“救济与权利一致”原则，不同责任基础具有相同或相似的结构形式，这为一般责任规范的提出奠定了基础，不同责任基础表现为一般责任规范的具体实现形式。一般责任规范与具体责任基础这种关系的厘清，有助于恢复被异化的责任基础的功能设置，实现不同责任基础的效果融合或责任统一。责任融合降低了现行法所贯彻的请求权竞合模式的正当性，为共同责任规范的立法抽象提供了可能性。对于中国民法典民事责任制度的建构而言，依“后果模式”配置责任制度是开发《民法通则》“民事责任”编制积极价值的可行之道。,民事责任;责任融合;原因模式;后果模式;民法典,D922.287,65,,法学三大刊论文/中国社会科学/论统一民事责任制度的建构——基于责任融合的“后果模式”.pdf
1089,论统筹推进国内法治和涉外法治,黄进[1],,2022,12,84,95,统筹推进国内法治和涉外法治是习近平法治思想的核心要义之一，其深刻意涵主要体现为国内法治和涉外法治的辩证关系，以及统筹推进的根本要求和基本遵循。该命题以中国特色社会主义法治理论、中国特色大国外交理论、现代先进国际法理念和中华优秀传统文化为思想渊源，与当前时代背景相呼应，与统筹国内国际两个大局相统一，展现通过法治推动构建人类命运共同体之道，并保障国家重要战略意图的实现，具有重大的时代意义、全局意义、国际意义和战略意义。当前应以推进涉外法治为重点，遵循正确处理两个“法治对子”的关系、加强涉外法治工作战略布局、加强涉外法治体系建设、加强国际法的研究和运用、加强涉外法治人才队伍建设等路径，统筹推进国内法治和涉外法治。,全面依法治国;国内法治;涉外法治;国际法治;习近平法治思想,C,,,法学三大刊论文/中国社会科学/论统筹推进国内法治和涉外法治.pdf
1090,论诉权的人权属性——以历史演进为视角,吴英姿[1],"南京大学法学院,南京210093",2015,6,112,130,诉权被认为来自罗马法上的“Actio”，但罗马法上的诉权其实是类型化了的诉讼程序，是特定主体在特定条件下被许可运用的特权。不同的诉权是实现不同诉求的程式（仪式）。私法诉权说完成了诉权的权利化改造；公法诉权说将诉权从私人之间的关系上升为公民与国家之间的关系，实现了诉权观念的革命。二战后，新自然法学与人权理论的繁荣为诉权人权论的浮现提供了理论基础。程序正义理论，特别是法律程序主义让诉权人权论走向成熟。以诉权人权论为基础构建的司法结构，是一个要求充分尊重诉权的主体地位、包含诉权与审判权商谈机制的结构。诉权的人权性质使得诉权具有绝对性，不得为诉权的实现附加条件。诉权不可放弃，放弃诉权的契约没有诉讼法上的效力。诉权不可否定，只能经行使而消耗。在诉权人权论下，民事诉讼目的当确定为“公正解决纠纷”。,诉权;人权;程序;公正,D923.4,58,,法学三大刊论文/中国社会科学/论诉权的人权属性——以历史演进为视角.pdf
1091,论预测性司法,王禄生[1],,2024,6,80,99,预测性司法是以系统论与运筹学为底色，以风险防控为导向的算法预测实践，遵循数据驱动的经验主义认识论。在安全治理需要、国家顶层推动以及政法科技创新的交叠影响下，我国预测性司法迅速发展，在引发刑事司法联结社会、治理社会、组织业务、决策理性等运行逻辑结构嬗变的同时，也与刑事司法价值形成内生冲突。基于良法善治的要求，应以“规制—认知—规范”总体合法性为切入点，基于比例原则确保预测性司法的合规部署和严格适用；按照司法价值敏感设计推动算法与数据二元治理，破除透明度与准确性悖论；围绕数字资本的均衡分布，以轻推为限度确保司法人员决策自主性、以关系伦理学强化诉讼参与人的有效参与。,司法;算法;预测性司法;自动化司法;精算司法,C,,,法学三大刊论文/中国社会科学/论预测性司法.pdf
